review,sentiment
"Destined to be a classic before it was even conceptualized. This game deserves all the recognition it deserves. At a time when first-person shooters like Quake III Arena and Unreal Tournament are garnering all the attention of computer gamers, graphic adventures are a dying breed. With great pun and humour, The Curse of Monkey Island is a game that people of all age groups would enjoy. Life can only improve after playing The Curse of Monkey Island. *prediction* the sequel Escape from Monkey Island is already destined to be a classic too. I guarantee it.",positive
"Hollywood movie industry is the laziest one in the entire world. It only needs a single hit to flood theaters with the same old crap re-invented over and over again. Take superheroes for example, for each X-Man and Spiderman, there are Daredevil, Elektra, Ghost Rider and Hulk. Japanese horror remakes are even worst. It only took The Ring, which was pitch-perfect (mostly because of Mr. Gore Verbinsky), to bring a ton of look-alike creepy-woman based horrors, e.g. The Ring 2, The Eye, Dark Water (which was fine, but pointless), and the grudges.<br /><br />The first Grudge wasn't entirely bad. It was scary most of the way, which is what one could expect from it. Plus, the plot had some brains mixing narratives. Grudge 2 is exactly like the previous; this could be a good thing, but hey, what boy Men in Black II? Was it a nice thing to xerox the entire screenplay and just change the villain? For the Grudge 2, the critic goes the same way.<br /><br />Tired scares, bad acting (except for Amber Tamblyn), and clichés all over the place. Three stories take place, on different places and time. There is Aubrey (Tamblyn) investigating what drove her sister Karen (Sarah Michelle Gellar) to death; Allison (Arielle Kebbel) who is taken by colleagues to visit the house where the incident depicted in the first movie took place; and finally, an American family that witness strange stuff happening on the apartment next door. Glad to say (and I mean it) that everything is tied up at the end, but one must not rely on the end to make a good picture, when everything else is simply tiresome and dull.<br /><br />The chills are all over there, a girl alone in the lockers, someone who shouldn't enter a house, others that dig too deep. Meanwhile, ghosts keep killing and killing and killing, which seems even more deadlier than ten world wars or the Ebola epidemic. Hey, doesn't that seem just like another bad Japanese remake, something called Pulse? Yeah, day after day it's getting easier to hold a grudge... against Hollywood bullshits.",negative
"I love Jamie Foxx.<br /><br />And I enjoy 99% of all movies I see.<br /><br />And I walked out of this one.<br /><br />Now, I admit, it may have had something to do with the two middle-aged white women in the back of theatre who laughed at every little thing (""Oh no, Jamie's knocking on a door! HEE HEE HEE!""), but... this was just so incredibly annoying. There could be no sustained camera shot, and no camera shot from a conventional angle... everything had to be in-your-face, loud, and annoying.<br /><br />The bad guy tried to be smooth and Malkovich-like, but at this point, it's just old and tired. He brought nothing new or interesting. From all the characters, too many lines you saw coming, too many you've heard before, and too many ""tough guy"" lines... and I don't mind that sort of thing, really, as long as there's a bit of originality to it. In fact, pretty much the entire supporting cast just sucked.<br /><br />I love Jamie Foxx, and I think he's really funny, and I thought he was funny in this movie... but not nearly funny enough for me to endure everything else. <br /><br />This movie needed less shoot-em-up, less annoying camera shots, more emotion, more feeling, and more Jamie Foxx. I gave it a 2.",negative
"I think the manuscript of this movie was written on the piece of toilet-paper. No respect whatsoever to many important details which intrinsically make the movie. For example, the names of some Serbian terrorists (that I remember) are Caradan Maldic, Ivanic Loyvek and Leo Hasse. What kind of names are that? Certainly not Serbian! By the way, Caradan Maldic!!! What a name, I laughed for days thinking about it. Probably an implication on Karadzic and Mladic. Secondly, there have never been any cases of terrorism done by Serbians. A journalist like the main character ought to have known that. Thirdly, the actors playing Serbian terrorists are not even Serbs nor do they speak Serbo-croatian. All this aside, this movie is solidly acted but the story is paper-thin and full of holes. At times it makes no sense whatsoever!!!",negative
"This is a funny film and I like it a lot. Cary Elwes plays Robin Hood to a tee. This is, of course, the usual good vs evil with Robin against the evil Sheriff of Nottingham. The humor is sort of in your face stuff for the most part, but still works well. A comedy for a night when you don't want to have to think much, it's well worth a rent!",positive
"Serum is about a crazy doctor that finds a serum that is supposed to cure all diseases through the power of the mind. Instead it creates some kind of monster that needs to eat human flesh and brains. The mad doc creates some zombies out of cadavers and has some problems. There is a very long lead into all the action with many scenes getting you acquainted with the characters. The mad doctor's nephew gets into a car accident and the mad doc tries to use his new serum on the boy. The results are not good. This is a class C film with OK acting but some troubles directing and some continuity errors. There isn't much zombie action in this one and the effects, while adequate, are nothing special. You can fast forward through the slow parts and get some enjoyment out of the action scenes. Watch out for some nudity and bad language.",negative
"This movie was not so much promoted here in Greece,even though it got good actors , great script and rather good photograph was not a so called ""blockbuster"" movie in my Country. The movie itself is very powerful,it's about the hard time that a newcomer had to go through when he returns in his home-village after been released from a 5yo prison time(drugs) The end is rather sad.... Mourikis is trying to keep up with his part and he handles it pretty well... Lambropoulou is great and very sexy in a strange way and of course Hatzisavvas is for one more time close to excellency... 7 out of 10 because very few Greek movies can make such an impression!",positive
"Cinema's greatest period started in post-War Europe with Italy's Neo-Realist movement. During the next 2 or 3 decades that followed, France's New Wavers caught everyone's attention, and there was always Bergman up there on his desolate Scandinavian island somewhere, making bitter masterpieces. But in 1971, Luchino Visconti brought the art-form to full circle, geographically speaking, with his miraculous work *Death in Venice*, which might as well be called *The Death of Europoean Cinema*. After the Sixties wound down, so did the great European filmmakers, who, with some exceptions, generally grew exhausted and passed the torch to a new American generation of Movie Brats (Coppola, Scorsese, & Co.). This movie absolutely feels like a grand summing-up, not just of Visconti's particular obsessions, but of the general attempt of European filmmakers to achieve the aesthetic ideal in movies. And rest assured, you will find no sterner task-master than the Visconti revealed here. He's not playing to the crowd, folks: either you get behind him and follow along, or you get left behind. The pacing is a challenge: slow, but never without emotional weight. ""Incidents"" are few and far between, but each seems loaded with symbolic significance in a sturm-und-drang cosmos.<br /><br />We will probably never be in such rarefied company again, in terms of the movies: one of the century's great writers who inspired the tale (Thomas Mann), one of the greatest filmmakers directing it (Visconti), one of the greatest actors in the lead role (Dirk Bogarde), and swelling almost ceaselessly in the background, Gustav Mahler's 5th Symphony. Taking full advantage of Mahler's ability to inspire Romanticism in even the most cynical breast, Visconti changes the main character, Aschenbach, into a decrepit composer from his original persona as a writer, even making Bogarde up to LOOK like Mahler (geeky mustache, specs, shaggy hair, duck-like walk). Bogarde, by the way, delivers what is probably greatest performance of an actor in the history of movies: it's a largely silent performance, and the actor has to deliver reams of meaning in a gesture or a glance -- a difficult trick without mugging like Chaplin or merely acting like an animated corpse.<br /><br />Cinema just doesn't get better than this. I'll ignore the complaints from the Ritalin-addicts out there who say that it's too slow, but even the more legitimate gripe concerning some of Aschenbach's flashbacks with that antagonistic friend of his is misplaced. The flashbacks fit neatly within the movie's thematic concerns (i.e., which is the better path to aesthetic perfection: passion or discipline?), and the suddenness and shrillness of these interruptions serve to prevent sleepiness among the viewers. (Of course, some viewers will sleep through this movie, anyway.) A nonstop stream of Mahler and beautiful, dying Venice would be nothing more than a pretty picture; but this movie is actually about something. And what it's mostly about is suffering: Romantic (capital R) suffering, in particular. As a suffering Romantic himself, Visconti knew whereof he spoke.<br /><br />[SPOILER . . . I guess] If for nothing else, see *Death in Venice* for its portentous opening credits . . . and for its unforgettable ending, with Bogarde's jet-black hair-dye dripping off of his sweaty, dying head and onto his chalk-white face. Meanwhile, off in the distance, young Tadzio, the object of Bogarde's dying desire, stands in the ocean and points toward the horizon like a Michelangelo sculpture. The climatic sequence sums up with agonizing economy everything that the movie is about: love, lust, beauty, loss, the ending of a life set against the beginning of another life, and cold death in the midst of warm, sunny beauty. *Death in Venice* is a miraculous work of art. <br /><br />[DVD tip: as with the simultaneously released Visconti masterpiece *The Damned*, I recommend that you turn the English subtitles ON while watching this movie. It's ostensibly in English, but the DVD's sound seems muddy and there's a lot of Italian spoken during the film, anyway.] <br /><br />",positive
"I accept that most 50's horror aren't scary by today's standards, but what the hell is this? When you see a title like this you expect to see blood and a blood thirsty beast. Instead we get no blood at all and a beast who either wants to take over the world or live in peace on Earth....yeah which is what the people wanted.<br /><br />The overall story is fine with the astronaut coming back to life and being one with the beast....but the title really kills the movie. Night of the Beast would have made the fans more happy because there really isn't any blood to speak of.<br /><br />I like how the 50's movies had endings that left room for a sequel but wisely never made one. This movie isn't the worst i've ever seen but its almost up there.<br /><br />2 out of 10",negative
"I thought this movie was stunning, with completely outstanding performances by Valentina Cervi (Artemisia Gentileschi).<br /><br />Cervi portrays Artemisia so beautifully, with tentative yet confidant mannerisms, her hands mapping out an idea before moving her models into place. The passion to which Artemisia gives to her art is just spectacular to watch.<br /><br />Although not each character was overtly beautiful, this made the film more realistic as the facial hair and clothing was perfect for that point in time.<br /><br />Overall i thought this film was fantastic.",positive
"I didn't know what to except so I think it was a lot better not having excepted much. Don't get my wrong its not a bad short film. Tess Nanavati is a relatively new directer and writer so I think she deserves a lot of kudos for making this film. You can tell that it has been an act of love for her. The acting (outside of Dominic) is a little cheesy and the quality of film is not great either but for a really low budget film its good. There was times when the story line gets convoluted and there are parts that drag on, though I don't feel it greatly detracts for one's ability to understand the film. If you love Dominic Monaghan as much as I do, I say go for it. The gag reel was fun, I won't spoil it but there is a particular scene that makes buying the DVD worth it just so you can watch it over and over. If you like the film then check out The Pink Mirror, a film also done by Jagged Edge. I know fans of Dominic will enjoy this little piece of heaven.",positive
"The tourist season has just ended on a remote island off the coast of Scotland, winter is beginning to set in and the inhabitants, both humans and sheep alike are settling down to much quieter times ahead. Michael Gaffikin (James Warwick) a former paratrooper in the British Army, is the local dentist, he's not an islander by birth and as such his relationship with local artist and cartographer Fiona Patterson (Celia Imrie) is always being viewed with a little suspicion, not maliciously, but just out of the protective instincts the tight knit community have for their kin. The islands serenity is broken when Gaffikin out for a solitary round of golf finds the headless remains of a brutally slain woman. He immediately reports his gruesome find to Insp Inskip(Maurice Roëves) at the islands police station, Inskip arranges for delivery of the remains to local GP, Dr Goudry, for closer inspection. A quick search for the killer proves fruitless, as does a search for a missing local woman. Over dinner that night with Michael Gaffikin, Fiona realises that the dead woman might be Sheila Anderson, a woman from the mainland, who lives on the island through the winter months. A quick search at her home Dove Cottage reveals the missing remains of her body, her home proving to be the murder scene, but why did the killer drag her torso over a mile into the woods? Suspicion immediately falls on the one stranger left on the island, one Colonel Howard (Jonathan Newth)who also happened be the last person to see her alive as they came across on the last ferry together.<br /><br />Goudry asks Gaffikin for some dental expertise on the victims body, it reveals that she had been torn apart my somebody or something with great strength, one set of teeth marks on the body seem to point at a human killer, another points to that of an unknown animal of some kind. A sheep is found mutilated and then a Canadian ornithologist is found slain. With a heavy fog rolling in, the island is cut off from the mainland and any possibility of help, the radio also doesn't work, seemingly being blocked and the phone lines have been cut. Reports of UFO's and the sighting of a camouflaged soldier are compounded by the finding of an odd looking craft hidden behind rocks on the beach. Inskip is confused and refuses to listen to anything but the facts and laughs off Gaffikin's idea that aliens might be involved, but a rise in radioactive levels on the island, has him doubting himself.<br /><br />The Nightmare Man is based on the novel, Child of the Vodyanoi by David Wiltshire, it is here adapted by Dr Who and Blake's 7 scriptwriter Robert Holmes and directed by Douglas Camfield who also had directing experience on both Sci/Fi classics and the film benefits from having such experienced genre experts on board. The Nightmare Man though is on the whole, a succinctly better crafted piece, that builds its plot alongside solid character development, even down to the minor characters, time is given to giving them all a firm background. The island setting is perhaps a genre cliché that has been used over and over, but its one that I enjoy very much, the remoteness, the sense of being under siege with no way out always add to the atmosphere and here it is given an extra oomph by having an impenetrable fog close in to hamper all efforts. In many genre efforts of this kind it is very easy for proceedings to get silly and for the plot to resort to melodrama, but credit to Camfield, he holds it all together with the emphasis being on believability at all times. There is an authenticity about proceedings, the characters even speaking Gaelic at times to further this point. If there is one negative about the killer its that, we are given his/her/its POV for the killings, an acceptable cliché on its own, but when seen through a red filter and a fish eye lens, it just screams of overkill and dates the film just a little. Still though you will be hard pressed to guess the outcome or the identity or for that matter the species of the killer, given the clues presented, but it's a fun and very well acted piece. The local Scottish cast are exceptional, the local bobbies Roeves and Cosmo in particular spar well off each other and are a delight to behold. Imrie, never one i've taken to in other works, is also pretty good and displays hew womanly physique as if she were in a Hammer production. The outlandish, maybe even preposterous ending may irk some viewers, it disappointed me in some ways, but taking into account when it was made, its an understandable and acceptable addendum that if you think about it, is even more terrifying.",positive
"This movie is a riot. I cannot remember the last time I had such a great time at the movies. I've seen a few good comedies in my time and usually they are pretty funny. But this one is wall to wall great lines. I think Best in Show is the last movie that I laughed so hard and so much in. The movie was non-stop until the end when they did the 5 minutes of sentimental plot clean up. Other than that it's a constant barrage of one liners and goofy situations. I'd like to see it again before it leaves the theater because this is like the Zucker movies where you don't get all the jokes the first time around. You have to see it two or three times to get it all in.<br /><br />As far as the actual film goes, it could have used a better edit, it's choppy at times but we have to be forgiving for that. All the characters are great. It's not like an Adam Sandler movie where he tries to be funny and everyone else suffers around him and is the butt of the joke. I think I will remember all the main characters for years to come because they are all so likable. No victims in this movie. Also, thank God they got a 45 year old actress to play his girlfriend. Catherine Keener plays her and she is a sweetheart in this film. You just wish that women like her really existed. She's not a ""10"" like some of the other leading ladies but somehow her smile is warmer than Julia Roberts overdone overbite.<br /><br />If you see the trailer for this film you may not think too highly of it. I assure you, the trailer does not do it justice. They do not give away all the good jokes. Just some of the mediocre ones.<br /><br />Oh and one more thing. I hope critics put this on their top ten list. Many of them complain that comedies don't get the recognition they deserve and then at the end of the year they don't put it on their list. This means you Ebert!!!",positive
"I would recommend this film to anyone who is searching for a relaxing, fun-filled, thought-provoking movie. The absence of sex, vulgarities and violence made for a most pleasant evening. I especially enjoyed the Buffalo scene, but that's probably because I live a short distance from there. Even so, this film could have been produced in any city; it's the theme that's so important here. I'm just grateful that Manna From Heaven dropped down on us. Try it...you'll like it!",positive
"This show is great for many reasons..The father and mother can communicate with their kids this day in age. Its so great to see a real family instead of some stuffy overacting family. I watched this one time and became hooked.It so great to see a black family on TV worth watching. This show left too soon but on its way out it dealt with pregnancy, sexy, drugs, bad dates,death etc .The best thing about the show was that it dealt with it in a real humorous sort of way. Great show for the family ..I cant tell you how many times I have sat up watched this show late at night sometimes and laughed my head off. Great pg 13 rated show.I loved everybit of this show.",positive
"Previous reviewer Claudio Carvalho gave a much better recap of the film's plot details than I could. What I recall mostly is that it was just so beautiful, in every sense - emotionally, visually, editorially - just gorgeous.<br /><br />If you like movies that are wonderful to look at, and also have emotional content to which that beauty is relevant, I think you will be glad to have seen this extraordinary and unusual work of art.<br /><br />On a scale of 1 to 10, I'd give it about an 8.75. The only reason I shy away from 9 is that it is a mood piece. If you are in the mood for a really artistic, very romantic film, then it's a 10. I definitely think it's a must-see, but none of us can be in that mood all the time, so, overall, 8.75.",positive
"Some may go for a film like this but I most assuredly did not. A college professor, David Norwell, suddenly gets a yen for adoption. He pretty much takes the first child offered, a bad choice named Adam. As it turns out Adam doesn't have both oars in the water which, almost immediately, causes untold stress and turmoil for Dr. Norwell. This sob story drolly played out with one problem after another, all centered around Adam's inabilities and seizures. Why Norwell wanted to complicate his life with an unknown factor like an adoptive child was never explained. Along the way the good doctor managed to attract a wifey to share in all the hell the little one was dishing out. Personally, I think both of them were one beer short of a sixpack. Bypass this yawner.",negative
"I shall begin with a disclaimer: This movie is NOT recommended for anyone who lack interest or have never played FF7 the game before watching. The movie relies on the audience's knowledge of each character in the game to convey story plot elements. And it does so very subtly. Do your homework before watching this wonderful piece of CG film and I promise it'll be that much better.<br /><br />With that in mind, this film has some of the most spectacular CG sequences I have ever witnessed. The whole experience felt like an extra long FMV sequence from the game, on steroids. Yeah. The attention to detail in each scene, especially in the heavy action oriented ones, is so impeccable it left me with a sense of awe.<br /><br />I believe the soundtrack is simplified so as to help the audience focus on the animation quality more than the music. Again, for those who are familiar with the FF7 story and background, the music should not surprise anyone (although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhances the animation).<br /><br />Once again, I myself having only played through FF7 once, thoroughly enjoyed this piece of art from Square Enix. And that is the feel in most scenes, choreographed and organized. Like a dance.<br /><br />In short, if you enjoyed the music or the game Final Fantasy 7, this film will blow you out of the water. If you're in the unfortunate majority who has not experienced the goodness known as FF7 on Playstation or PC, doing so before watching the movie will allow for an exponentially greater experience.<br /><br />Finally, I just want to make a note of the quality in animating this film. Characters move with fluidity. Each scene background comes to life and tells its own story. For those who criticize the thinness and dependency of the story plot, I urge you to reexamine the animation. Facial reactions, subtle clues that bring about another level of entertainment above the typical narration method of story plot delivery.<br /><br />Square Enix and the great Tetsuya Nomura has set a new bar for quality animation and storytelling. Advent Children has ushered in a new era for CG animations, allowing the subtleties that lie in each character to speak volumes in and of themselves.<br /><br />Thanks Square Enix. The wait was well worth it.",positive
"Why can't a movie be rated a zero? Or even a negative number? Some movies such as ""Plan Nine From Outer Space"" are so bad they're fun to watch. THIS IS NOT ONE. ""The Dungeon of Horror"" might be the worst movie I've ever seen (some of anyway. I HAD to fast forward through a lot of it!). Fortunately for the indiscretions of my youth and senility of my advancing age, there may be worse movies I've seen, but thankfully, I can't remember them. The sets appeared to be made with cardboard and finished with cans of spray paint. The special effects looked like a fifth grader's C+ diorama set in a shoebox. The movie contained unforgivable gaffs such as when the Marquis shoots and kills his servant. He then immediately gets into a scuffle with his escaping victim, who takes his flintlock and shoots him with it, without the gun having been reloaded! This movie was so bad my DVD copy only had name credits. I guess no company or studio wanted to be incriminated. Though I guess when you film in your garage and make sets out of cardboard boxes a studio isn't needed. This movie definitely ranks in my cellar of all time worst movies with such horrible sacrileges as ""The Manipulator"", the worst movie I have ever seen with an actual (one time) Hollywood leading man-Mickey Rooney. The only time I would recommend watching ""The Dungeon of Harrow"" (or ""The Manipulator"" for that matter) would be if someone were to pay you. (I'm kind of cheap) I'd have to have $7 or $8 bucks for ""Dungeon"" and at least ten for ""Manipulator"". phil-the never out of the can cinematographer",negative
"The cast of this film contain some of New Zealander's better actors, many of who I have seen in fabulous roles, this film however fills me with a deep shame just to be from the same country as them. The fake American accents are the first clue that things are about to go spectacularly wrong. As another review rather astutely noted the luxury cruise ship is in fact an old car ferry, decorated with a few of the multi colour flags stolen from a used car lot. Most of the cast appear to be from the (great) long running New Zealand soap Shortland Street. It's as if this movie was dreamt up at a Shortland Street cast Christmas party, the result of too many gins, and possibly a bit of salmonella. Imagine ""Under Siege"" meets ""The Love Boat"", staged by your local primary school and directed by an autistic and you get the idea.<br /><br />If you are an actor, I recommend you see this film, as a study on how to destroy your carer.",negative
"The film began with Wheeler sneaking into the apartment of his girlfriend. Her aunt (Edna May Oliver--a person too talented for this film) didn't like Wheeler--a sentiment I can easily relate to. The aunt decided to take this bland young lady abroad to get her away from Wheeler. They left and Wheeler invested in a revolution in a small mythical kingdom because they promised to make him their king. At about the same time, Woolsey was in the same small mythical kingdom and he was made king. So when Wheeler arrived, it was up to the boys to fight it out, but they refused because they are already friends--which greatly disappointed the people, as killing and replacing kings is a national pastime.<br /><br />I am a huge fan of comedy from the Golden Age of Hollywood--the silent era through the 1940s. I have seen and reviewed hundreds, if not thousands of these films and yet despite my love and appreciation for these films I have never been able to understand the appeal of Wheeler and Woolsey--the only comedy team that might be as bad as the Ritz Brothers! Despite being very successful in their short careers in Hollywood (cut short due to the early death of Robert Woolsey), I can't help but notice that practically every other successful team did the same basic ideas but much better. For example, there were many elements of this film reminiscent of the Marx Brother's film, DUCK SOUP, yet CRACKED NUTS never made me laugh and DUCK SOUP was a silly and highly enjoyable romp. At times, Woolsey talked a bit like Groucho, but his jokes never have punchlines that even remotely are funny! In fact, he just seemed to prattle pointlessly. His only funny quality was that he looked goofy--surely not enough reason to put him on film. Additionally, Wheeler had the comedic appeal of a piece of cheese--a piece of cheese that sang very poorly! A missed opportunity was the old Vaudeville routine later popularized by Abbott and Costello as ""who's on first"" which was done in this film but it lacked any spark of wit or timing. In fact, soon after they started their spiel, they just ended the routine--so prematurely that you are left frustrated. I knew that ""who's on first"" had been around for many years and used by many teams, but I really wanted to see Wheeler and Woolsey give it a fair shot and give it their own twist.<br /><br />Once again, I have found yet another sub-par film by this duo. While I must admit that I liked a few of their films mildly (such as SILLY BILLIES and THE RAINMAKERS--which I actually gave 6's to on IMDb), this one was a major endurance test to complete--something that I find happens all too often when I view the films of Wheeler and Woolsey. Where was all the humor?!",negative
"If you haven't seen this yet, you really should, on DVD. I can't believe how much I enjoyed it! It is amazingly realistic and believable. True, much of it is speculated, and I would have liked to have known more about what was speculative and what were proven facts (there aren't many of them), but it handles everything quite well with a ""Cruel Mother Nature"" theme. It will remind you of the nature programs that you've seen on Animal Planet and the Discovery Channel, only the animals here are Dinosaurs. They act natural; they eat, kill, mate, play, and fight for survival. You will actually find yourself rooting for some of them and against others.<br /><br />For the most part, the effects are excellent. At times they will look a little too much like CGI's, but then you will see them in a different angle that makes them look more realistic. In some cases, you will actually be convinced that you've seen a dinosaur. My favorites were the Coelophysis, the raptors, the diplodocus, the iguanadons, the allosaurus and the arctic bipeds. I was most disappointed with the T-Rex, however, which looked a little too computer generated at times.<br /><br />In any case, you should definitely see this production. It is educational, well made, and very entertaining. For what it is, its an A!",positive
"What a frustrating movie. A small Southern town is overflowing with possibilities for exploring the complexities of interpersonal relationships and dark underbellies hidden beneath placid surfaces, as anyone who has read anything by Carson McCullers already knows. This does none of that. Instead, the writers settled for cutesy twinkles, cheap warm fuzzies and banal melodrama. The thing looks like a made-for-TV movie, and was directed with no particular distinction, but it's hard to imagine what anyone could have done to make this material interesting.<br /><br />The most frustrating aspect, though, is the fact that there are a lot of extremely competent and appealing actors in this cast, all trying gamely to make the best of things and do what they can with this--well, there's no other word for it--drivel. A tragic waste of talent, in particular that of the great Stockard Channing.",negative
"But it is kinda hilarious, at least if you grew up on Weird Al, like I did. It's a mockumentary about his life and career, beginning with superstardom and going back to trace the origins. It's uneven in places, but some of the segments are still very funny, particularly when he goes to Japan. Although it's not quite as emotionally textured as Lost in Translation, and he doesn't find love however fleeting, he does capture in a bottle the absolutely bizarre cultural melange that is Tokyo street life.<br /><br />Perhaps Weird Al isn't recognized as the insightful cultural commentator that he is; perhaps a rose by any other name would smell just as sweet. Still, this is a funny movie.",positive
"One of the two Best Films of the year. A well filmed, well written, well put together film with an outstanding cast. Lau Ching Wan and his friends (Dayo Wong Chi Wa, Anthony Wong Chau Sun, Francis Ng Chun Yu, Jordan Chan Siu Chun, Cheung Man Tat) had great chemistry before the film and their friendship shows in their performances. Theresa Lee plays her comedic role well (Though much like a female version of Michael Wong, her gag seems to be the foreign born Chinese surrounded by native HKers.), and I found myself cheering for innovative explosive scenes, something I haven't done since 1. the fan boys took over alt.asian-movies and 2. John woo's Hardboiled. Sure the ending was expected, but I feel better cheering for cops than a bunch of young gang members. Highly enjoyable.",positive
"This film takes you on one family's impossible journey, and makes you feel every step of their odyssey. Beautifully acted and photographed, heartbreakingly real. Its last line, with its wistful hope, is one of the more powerful in memory.",positive
"What can you say about the film White Fire. Amazing? Fantastic? Disturbing? Hilarious? These words are not big enough to describe the event which is White Fire. From wobbly, garbled beginning to profound end, this movie will entertain throughout.<br /><br />Our movie begins in the woods of a country somewhere in the world. A family is hiding from unmarked soldiers in costume shop uniforms. When the father separates from the mother and their childen, you get a real sense of what kind of movie you're about to watch. Father makes sure to roll down hills in his all white outfit, and is polite as he gets people's attention before he shoots them, but alas, dad is burned alive in what looks like a very unsupervised, unsafe stunt. Meanwhile, mom and the kids are running down a beach with an armed soldier trailing about 5 feet behind them. He too gives a stern warning before action in the form of a bizarre ""HALT!"", and then promptly wastes the mother. This action sequence sets up the happy childhood of our heroes Bo and Ingred.<br /><br />So now we fast forward about 20 years (30 if you're honest about the hero's age) to beautiful Turkey, where Bo and Ingred have settled as professional thieves, or diamond prospectors, or something. Ingred works at a diamond mine where she helps herself to the goods, while Bo (masterfully played by the dynamic Robert Ginty) drives around the desert in his denim outfits. Bo and Ingrid have an interesting relationship. They don't seem to have any friends other than each other, and they spend all of their time together. That coupled with the fact that Bo has expressed his desire to sleep with his sister as evidenced in lines such as ""you know its a shame you're my sister"" he says to her while she's stark naked, make for a very dynamic duo. Bo is then crushed when Ingrid is killed, as he wanders the beaches of Turkey with his ceremonial pink grief scarf. A renewal of hope occurs when Bo finds a girl who looks like Ingrid, and gives her plastic surgery to make her look exactly like Ingrid. This opens the door for Bo to have sex with his sister without it being technically wrong. Bo is a real fan of ethical grey areas, and he is overjoyed with his new love.<br /><br />So anyway, there's a lot of fun action scenes, ridiculous violence, great acting, impossible to follow plot-lines, Fred ""the hammer"" Williamson (for some reason), and a big chunk of dirty ice which is supposed to be a giant diamond (which later explodes). All of these things are great, but the Bo and Ingrid relationship is what makes this movie special....really special. So I heartily encourage everyone to behold the majesty that is White Fire. You may be glad you did..or not.",positive
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.",negative
"Relentless like one of those loud action movies. The entire cast seems to be on speed. I didn't quite get the director's intentions if any. I wonder if she's ever seen a Stanley Donen, Vincent Minnelli or even a George Sidney musical. Structure, please! This is one hell of a mess and I loved Abba. The costumes the unflattering photography - unflattering towards the actors but loving towards the locations) The one thing that makes the whole thing bearable is the sight of Meryl Streep making a fool of herself. No chemistry with her friends (Christine Baranski and Julie Walters) think of Streep with Lily Tomlyn in the Altman film and you'll understand what I was hoping for. I was embarrassed in particular by Pierce Brosnam and Colin Firth. The audience, however, seemed to enjoy it so it probably it's just me.",negative
"A guy desperate for action attempts to hit on a gorgeous girl in a bus. She refuses him, but when he runs after someone who tries to steal her purse they get together anyway. And there it starts - a relation that is slightly tainted by the fact that she is a jealous and neurotic superhero. It can't be a secret that things between them are going to be problematic.<br /><br />In short, a story that could promise to grow out into a cool film. And IMO, it succeeds at being a nice film. It's no masterpiece, but it had me in tears from laughing on more than one occasion - the two lead characters twirl around each other in a crazy love fest that is, even with the superhero thing going, believable.<br /><br />So. Thin story, but worked out really funny and thus worthy of cinema time.<br /><br />7 out of 10 broken hearts",positive
"I absolutely love this film. Everything about it. It almost felt like watching me and my friends on screen. The way this movie was filmed was a pure masterpiece, very original and creative. I related to these characters and even had the same thoughts as some. I'm really glad I ran across this movie. If only there were more genius' like justin out there!",positive
"Had I checked IMDb BEFORE renting this DVD from Netflix, I'd have a couple of hours of my life back. I'm frankly suspicious when I see that a film's director also wrote it. In this case, according to the credits, the same guy was ""writter and director"" - unfortunately, an indication of the overall quality of this production. There were a few interesting moments (e.g., Judy Tenuta's scene reminded of her early comedy routines touting Judy-ism) which led me to rate this two stars rather than one. Those moments, however, were few and far between ... and I almost did not get to see them because the opening sequence was nearly incomprehensible to me, not to mention reprehensible in its violence. I admit I went back to watch that part again to see if I had missed something that would help me figure it out once I'd seen the whole thing. Nope, though I at least recognized who the characters were who would turn out to be important later. The ""spinning camera"" technique was overused and essentially pointless. I found myself talking to the TV screen: ""What?!?"" or ""For goodness sake, get ON with it!"" Not recommended.",negative
"I want the 99 minutes of my life back that was wasted on this pathetic excuse for a movie. The acting was horrific! I used to be a fan of Cameron Diaz and Vincent D'Onofrio. I will never look at them the same again. Keanu Reeves and Dan Aykroyd were not a surprise. Everyone knows they never could act. Thankfully, only Dan attempted an accent. His accent was a disaster as expected. I think he was either confused about the location of the film or had never actually spoken to anyone from Minnesota. I hope this review helps anyone who is undecided about what to do with their precious time. The only reason I was able to sit through the whole movie was because I was stuck somewhere without anything better to watch or read.",negative
